buggy,Requirement ID,Project name,dataset,date,measurementDateName,DA_ACT,DA_CND,DA_CNT,DA_IMP,DA_INC,DA_OPT,DA_SRC,DA_WKP,EX_DIR,EX_VRB,EX_SBJ,EX_RDS,EX_ACD,EX_AMG,EX_ICP,EX_CNS,EX_ENT,IT_POL,IT_SUB,EX_COD,CM_NNS,CM_PNS,CM_ONS
"0","HBASE-1649","HBASE","apachejit","2009-07-12","OneSecondBeforeFirstAssignmentDate","8","2","0","1","0","2","0","0","1","8","19","45.96","0.10666666666666667","0","0","67","7","0.08333333333333333","0.24722222222222223","True","0","0","0"
"0","HBASE-16491","HBASE","apachejit","2016-09-10","OneSecondBeforeFirstAssignmentDate","4","1","0","0","0","0","0","0","0","4","8","6.67","0.14814814814814814","2","0","22","1","-0.15000000000000002","0.1875","False","0","0.0","0"
"0","HBASE-16502","HBASE","apachejit","2016-08-25","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","1","8.2","0.2","0","0","4","0","0.0","0.0","False","0","0","0"
"1","HBASE-16505","HBASE","apachejit","2016-08-26","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","3","22.07","0.125","0","0","7","0","0.0","0.0","False","0","0","0"
"1","HBASE-16507","HBASE","apachejit","2016-08-26","OneSecondBeforeFirstAssignmentDate","9","2","0","1","0","1","1","0","0","9","21","73.98","0.10227272727272728","0","0","72","1","-0.20555555555555555","0.5626984126984126","False","0","0","0"
"0","HBASE-16508","HBASE","apachejit","2016-08-26","OneSecondBeforeFirstAssignmentDate","7","0","0","0","0","0","0","0","0","7","8","49.52","0.15555555555555556","0","0","40","1","-0.09999999999999999","0.48333333333333334","True","0","0","0"
"0","HBASE-16509","HBASE","apachejit","2016-08-27","OneSecondBeforeFirstAssignmentDate","17","0","0","0","0","1","0","0","4","17","31","34.6","0.1259259259259259","0","0","118","7","0.21250000000000002","0.5625","False","0","0","0"
"0","HBASE-16510","HBASE","apachejit","2016-08-28","OneSecondBeforeFirstAssignmentDate","4","0","0","1","0","0","0","0","0","4","9","58.79","0.14285714285714285","0","0","25","2","0.03333333333333334","0.12777777777777777","False","0","0","0"
"0","HBASE-16515","HBASE","apachejit","2016-08-29","OneSecondBeforeFirstAssignmentDate","6","2","0","1","0","0","0","0","0","6","19","11.78","0.06315789473684211","0","0","58","3","0.0","0.59375","True","0","0","0"
"1","HBASE-16519","HBASE","apachejit","2016-08-29","OneSecondBeforeFirstAssignmentDate","15","1","0","1","0","0","2","0","0","15","29","50.94","0.11538461538461539","2","0","108","3","0.1","0.2","False","0","0","0"
"0","HBASE-16524","HBASE","apachejit","2016-08-29","OneSecondBeforeFirstAssignmentDate","0","0","0","0","0","0","0","0","0","0","2","28.5","0.0","0","0","9","1","0.3666666666666667","0.7000000000000001","False","0","0","0"
"0","HBASE-16526","HBASE","apachejit","2016-08-30","OneSecondBeforeFirstAssignmentDate","2","0","0","0","0","0","0","0","0","2","3","83.83","0.16666666666666666","0","0","9","0","0.2","0.35","False","1","1.0","1"
"1","HBASE-16530","HBASE","apachejit","2016-09-07","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","1","33.58","0.2","0","0","4","0","0.0","0.0","False","3","0.2727272727272727","1"
"1","HBASE-16531","HBASE","apachejit","2016-08-30","OneSecondBeforeFirstAssignmentDate","5","0","0","2","0","0","0","0","0","5","9","69.48","0.10638297872340426","2","0","41","0","0.10892857142857142","0.55","True","0","0","0"
"0","HBASE-16532","HBASE","apachejit","2016-08-30","OneSecondBeforeFirstAssignmentDate","3","0","0","0","0","0","0","0","0","3","17","34.63","0.05454545454545454","0","0","45","4","0.0","0.25","False","0","0","0"
"0","HBASE-16534","HBASE","apachejit","2016-08-30","OneSecondBeforeFirstAssignmentDate","0","0","0","0","0","0","0","0","0","0","2","56.93","0.0","0","0","7","0","0.0","0.0","False","0","0","0"
"0","HBASE-16540","HBASE","apachejit","2016-09-12","OneSecondBeforeFirstAssignmentDate","12","1","0","3","0","0","0","0","0","12","14","66.23","0.16901408450704225","3","0","54","2","0.04999999999999999","0.6","False","0","0","0"
"0","HBASE-16541","HBASE","apachejit","2016-09-02","OneSecondBeforeFirstAssignmentDate","7","1","0","1","0","0","1","0","0","7","26","14.42","0.04794520547945205","1","0","75","1","0.10352272727272727","0.5842424242424242","True","1","0.3333333333333333","1"
"1","HBASE-1655","HBASE","apachejit","2009-07-15","OneSecondBeforeFirstAssignmentDate","17","1","0","2","0","1","1","0","0","17","37","48.7","0.12408759124087591","2","0","117","3","0.11666666666666665","0.27361111111111114","True","0","0.0","0"
"1","HBASE-16554","HBASE","apachejit","2016-09-02","OneSecondBeforeFirstAssignmentDate","3","2","0","0","0","0","0","0","0","3","9","66.74","0.0967741935483871","0","0","27","2","0.0","0.0","False","0","0","0"
"0","HBASE-1656","HBASE","apachejit","2009-07-14","OneSecondBeforeFirstAssignmentDate","7","1","0","0","0","1","0","0","0","7","12","46.13","0.10606060606060606","0","0","40","2","-0.003409090909090917","0.37613636363636366","True","0","0","0"
"0","HBASE-16561","HBASE","apachejit","2016-11-25","OneSecondBeforeFirstAssignmentDate","9","1","0","0","0","1","6","0","0","9","21","66.13","0.10344827586206896","0","0","68","1","0.03333333333333333","0.7214285714285715","False","0","0","0"
"0","HBASE-16562","HBASE","apachejit","2016-09-06","OneSecondBeforeFirstAssignmentDate","11","2","0","3","0","2","0","0","0","11","21","59.33","0.12087912087912088","1","0","81","6","-0.20714285714285713","0.41571428571428565","False","0","0.0","0"
"0","HBASE-16570","HBASE","apachejit","2016-09-08","OneSecondBeforeFirstAssignmentDate","0","0","0","0","0","0","0","0","0","0","3","22.07","0.0","0","0","7","0","0.0","0.0","False","1","1.0","1"
"0","HBASE-16585","HBASE","apachejit","2016-09-08","OneSecondBeforeFirstAssignmentDate","2","0","0","0","0","0","0","0","0","2","5","-103.32","0.15384615384615385","0","0","11","1","0.0","0.0","False","0","0","0"
"0","HBASE-1659","HBASE","apachejit","2009-07-15","OneSecondBeforeFirstAssignmentDate","2","0","0","0","0","0","0","0","0","2","3","73.34","0.13333333333333333","0","0","13","1","0.0","0.3","False","0","0","0"
"1","HBASE-16592","HBASE","apachejit","2016-09-09","OneSecondBeforeFirstAssignmentDate","9","0","0","1","0","1","0","0","0","9","14","59.13","0.17647058823529413","0","0","41","5","0.04142857142857143","0.37238095238095237","True","0","0","0"
"1","HBASE-16604","HBASE","apachejit","2016-09-09","OneSecondBeforeFirstAssignmentDate","59","4","0","0","0","7","84","0","0","59","390","-146.02","0.03222282905516111","0","0","723","92","-0.03244749078082413","0.5595518678852012","True","0","0","0"
"1","HBASE-16608","HBASE","apachejit","2016-09-10","OneSecondBeforeFirstAssignmentDate","2","0","0","0","0","0","0","0","0","2","3","18.01","0.14285714285714285","0","0","11","0","0.0","0.0","False","0","0","0"
"1","HBASE-16615","HBASE","apachejit","2016-09-13","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","1","-24.64","0.25","0","0","3","0","0.0","0.0","False","0","0.0","0"
"0","HBASE-16616","HBASE","apachejit","2016-09-12","OneSecondBeforeFirstAssignmentDate","25","4","0","1","0","1","0","0","0","25","109","-28.6","0.05122950819672131","4","0","271","21","0.05576923076923078","0.4474358974358974","True","2","0.2222222222222222","1"
"1","HBASE-16618","HBASE","apachejit","2016-09-12","OneSecondBeforeFirstAssignmentDate","4","0","0","0","0","1","0","0","2","4","13","73.88","0.07692307692307693","0","0","45","2","-0.47500000000000003","0.65625","True","0","0","0"
"1","HBASE-1662","HBASE","apachejit","2009-07-15","OneSecondBeforeFirstAssignmentDate","19","2","0","4","0","1","0","0","0","19","25","75.1","0.1484375","2","0","108","3","0.10540123456790124","0.4209876543209876","False","0","0","0"
"0","HBASE-16626","HBASE","apachejit","2016-09-13","OneSecondBeforeFirstAssignmentDate","25","1","0","0","0","0","1","0","0","25","32","51.85","0.15822784810126583","2","0","123","13","0.14727272727272728","0.33090909090909093","False","0","0.0","0"
"0","HBASE-1663","HBASE","apachejit","2009-07-16","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","6","37.3","0.047619047619047616","0","0","18","2","0.0","1.0","False","0","0","0"
"1","HBASE-16631","HBASE","apachejit","2016-09-14","OneSecondBeforeFirstAssignmentDate","5","0","0","0","0","1","0","0","0","5","14","73.47","0.08928571428571429","1","0","44","6","0.4047619047619048","0.4761904761904762","True","0","0","0"
"1","HBASE-16634","HBASE","apachejit","2016-09-14","OneSecondBeforeFirstAssignmentDate","10","0","0","0","0","1","0","0","1","10","19","66.07","0.13333333333333333","0","0","66","3","-0.125","0.43499999999999994","False","0","0","0"
"0","HBASE-16639","HBASE","apachejit","2016-09-15","OneSecondBeforeFirstAssignmentDate","7","1","0","0","0","0","2","0","0","7","24","-45.01","0.0603448275862069","0","0","61","3","-0.2523809523809524","0.5119047619047619","True","0","0","0"
"1","HBASE-1664","HBASE","apachejit","2009-07-16","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","4","74.35","0.07692307692307693","0","0","11","2","0.0","0.0","False","0","0","0"
"0","HBASE-16640","HBASE","apachejit","2016-09-15","OneSecondBeforeFirstAssignmentDate","11","3","0","1","0","0","0","0","0","11","12","62.34","0.16176470588235295","1","0","54","2","0.07999999999999999","0.4366666666666667","True","0","0","0"
"0","HBASE-16642","HBASE","apachejit","2016-10-03","OneSecondBeforeFirstAssignmentDate","2","0","0","0","0","0","0","0","0","2","6","62.85","0.10526315789473684","0","0","17","0","0.0","0.0","False","1","0.25","1"
"0","HBASE-16646","HBASE","apachejit","2016-09-16","OneSecondBeforeFirstAssignmentDate","6","2","0","0","0","1","0","0","0","6","17","33.92","0.1016949152542373","1","1","48","2","0.0","0.4","False","0","0","0"
"1","HBASE-1665","HBASE","apachejit","2009-07-16","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","2","71.82","0.1111111111111111","0","0","8","0","0.5","0.5","False","0","0.0","0"
"0","HBASE-16651","HBASE","apachejit","2016-09-18","OneSecondBeforeFirstAssignmentDate","11","4","0","4","0","0","0","0","0","11","24","86.64","0.10576923076923077","1","1","93","4","-0.06997354497354498","0.3374338624338625","False","0","0","0"
"0","HBASE-16658","HBASE","apachejit","2016-09-20","OneSecondBeforeFirstAssignmentDate","8","0","0","1","0","1","3","0","0","8","15","65.22","0.1095890410958904","1","0","58","4","0.1875","0.4375","False","0","0","0"
"1","HBASE-16659","HBASE","apachejit","2016-09-20","OneSecondBeforeFirstAssignmentDate","6","0","0","2","0","1","0","0","0","6","17","45.22","0.10909090909090909","0","0","46","4","0.006666666666666665","0.22000000000000003","False","0","0","0"
"0","HBASE-16660","HBASE","apachejit","2016-09-20","OneSecondBeforeFirstAssignmentDate","9","1","0","0","0","0","0","0","0","9","37","-78.95","0.05389221556886228","0","0","94","8","-0.0725","0.325","True","0","0","0"
"0","HBASE-16661","HBASE","apachejit","2016-09-21","OneSecondBeforeFirstAssignmentDate","7","0","0","0","0","1","0","0","0","7","18","59.3","0.09210526315789473","0","0","60","1","0.027777777777777776","0.4","False","0","0","0"
"1","HBASE-16663","HBASE","apachejit","2016-09-21","OneSecondBeforeFirstAssignmentDate","39","1","0","2","0","0","6","0","0","39","130","-204.33","0.06132075471698113","0","0","252","34","-0.044642857142857144","0.30357142857142855","True","0","0","0"
"0","HBASE-16670","HBASE","apachejit","2016-09-21","OneSecondBeforeFirstAssignmentDate","8","2","1","2","0","0","0","0","0","8","23","-53.88","0.0784313725490196","0","0","54","4","0.25","0.45","True","0","0","0"
"1","HBASE-16671","HBASE","apachejit","2016-09-21","OneSecondBeforeFirstAssignmentDate","15","0","0","0","0","0","0","0","2","15","18","62.38","0.18292682926829268","1","0","72","3","-0.07142857142857142","0.21428571428571427","False","0","0","0"
"1","HBASE-16672","HBASE","apachejit","2016-09-21","OneSecondBeforeFirstAssignmentDate","20","0","0","0","0","0","8","0","2","20","45","-40.1","0.10152284263959391","0","0","109","9","-0.15","0.325","True","0","0.0","0"
"1","HBASE-16678","HBASE","apachejit","2016-09-22","OneSecondBeforeFirstAssignmentDate","7","0","0","0","0","0","0","0","0","7","20","50.02","0.07692307692307693","0","0","64","8","-0.575","0.7","True","0","0","0"
"0","HBASE-16680","HBASE","apachejit","2016-09-22","OneSecondBeforeFirstAssignmentDate","6","0","0","0","0","1","0","0","0","6","12","48.3","0.13953488372093023","0","0","29","5","0.1","0.4","True","0","0.0","0"
"1","HBASE-16681","HBASE","apachejit","2016-09-22","OneSecondBeforeFirstAssignmentDate","8","0","0","0","0","0","2","0","0","8","235","-514.41","0.007532956685499058","0","0","376","54","0.0","0.0","True","0","0.0","0"
"1","HBASE-16688","HBASE","apachejit","2016-09-22","OneSecondBeforeFirstAssignmentDate","2","0","0","0","0","0","0","0","0","2","6","2.11","0.09090909090909091","0","0","20","1","0.0","1.0","False","0","0","0"
"1","HBASE-1669","HBASE","apachejit","2009-07-17","OneSecondBeforeFirstAssignmentDate","14","0","0","0","0","1","1","0","0","14","44","-38.48","0.07526881720430108","0","0","125","11","0.275","0.7416666666666667","True","0","0","0"
"0","HBASE-16691","HBASE","apachejit","2016-09-23","OneSecondBeforeFirstAssignmentDate","8","0","0","2","0","1","0","0","0","8","14","16.33","0.1509433962264151","0","0","46","2","0.0909090909090909","0.43636363636363634","False","0","0","0"
"0","HBASE-16692","HBASE","apachejit","2016-09-23","OneSecondBeforeFirstAssignmentDate","4","0","0","2","0","0","0","0","0","4","8","32.05","0.10256410256410256","1","0","22","6","0.45","0.5499999999999999","False","0","0.0","0"
"0","HBASE-16694","HBASE","apachejit","2016-09-23","OneSecondBeforeFirstAssignmentDate","4","1","0","1","0","1","0","0","0","4","8","77.23","0.14814814814814814","0","0","22","0","0.06818181818181818","0.42727272727272725","False","0","0","0"
"0","HBASE-16698","HBASE","apachejit","2016-09-23","OneSecondBeforeFirstAssignmentDate","41","1","1","2","0","3","0","1","0","41","72","46.61","0.12275449101796407","1","0","269","10","0.03027568922305765","0.5904010025062657","True","0","0","0"
"1","HBASE-1670","HBASE","apachejit","2009-07-17","OneSecondBeforeFirstAssignmentDate","3","0","0","0","0","0","1","0","0","3","7","61.33","0.12","0","1","21","0","0.0","0.0","False","0","0","0"
"0","HBASE-16700","HBASE","apachejit","2016-12-05","OneSecondBeforeFirstAssignmentDate","13","1","0","0","0","4","0","0","1","13","22","42.68","0.12149532710280374","1","0","85","5","0.358","0.7","True","8","0.3333333333333333","1"
"0","HBASE-16705","HBASE","apachejit","2016-09-25","OneSecondBeforeFirstAssignmentDate","5","0","0","0","0","0","0","0","0","5","10","36.66","0.08196721311475409","0","0","40","2","-0.03571428571428571","0.43809523809523804","True","0","0","0"
"0","HBASE-16708","HBASE","apachejit","2016-11-15","OneSecondBeforeFirstAssignmentDate","2","1","0","0","0","0","0","0","0","2","7","30.36","0.05714285714285714","0","0","31","2","0.0","0.0","False","1","1.0","1"
"0","HBASE-16710","HBASE","apachejit","2016-09-26","OneSecondBeforeFirstAssignmentDate","7","0","0","0","0","0","0","0","0","7","9","70.8","0.22580645161290322","0","0","27","0","0.0","0.0","False","0","0","0"
"1","HBASE-16721","HBASE","apachejit","2016-09-28","OneSecondBeforeFirstAssignmentDate","25","0","0","0","0","0","0","0","0","25","61","60.65","0.08012820512820513","5","0","209","22","-0.08571428571428572","0.4660714285714285","True","0","0","0"
"0","HBASE-16725","HBASE","apachejit","2016-09-29","OneSecondBeforeFirstAssignmentDate","8","0","0","1","0","0","0","0","0","8","16","22.07","0.08695652173913043","1","0","49","7","-0.09722222222222222","0.5722222222222223","True","4","0.5714285714285714","1"
"1","HBASE-16731","HBASE","apachejit","2016-09-30","OneSecondBeforeFirstAssignmentDate","12","1","0","1","0","0","4","0","0","12","19","46.13","0.14457831325301204","0","0","58","4","-0.12999999999999998","0.56","False","0","0","0"
"0","HBASE-16738","HBASE","apachejit","2016-09-30","OneSecondBeforeFirstAssignmentDate","26","6","0","1","0","3","5","0","0","26","48","81.02","0.11304347826086956","0","0","174","5","-0.054464285714285736","0.5928571428571429","True","0","0","0"
"1","HBASE-16743","HBASE","apachejit","2016-10-27","OneSecondBeforeFirstAssignmentDate","21","1","1","0","0","0","0","0","0","21","43","79.06","0.1111111111111111","1","0","149","8","-0.09361471861471861","0.31731601731601733","True","0","0.0","0"
"1","HBASE-16744","HBASE","apachejit","2016-10-01","OneSecondBeforeFirstAssignmentDate","4","0","0","2","0","0","2","0","0","4","9","69.07","0.09302325581395349","0","0","33","1","0.09999999999999999","0.075","False","0","0","0"
"1","HBASE-16747","HBASE","apachejit","2016-10-03","OneSecondBeforeFirstAssignmentDate","40","2","0","6","0","2","2","1","0","40","88","74.08","0.1038961038961039","0","0","325","13","0.00833333333333333","0.31666666666666665","False","0","0","0"
"0","HBASE-16755","HBASE","apachejit","2016-10-12","OneSecondBeforeFirstAssignmentDate","6","2","0","1","0","0","0","0","0","6","17","55.74","0.08695652173913043","1","0","62","2","0.1725","0.2525","False","0","0","0"
"0","HBASE-16758","HBASE","apachejit","2016-10-04","OneSecondBeforeFirstAssignmentDate","11","0","0","1","0","1","0","0","0","11","15","87.21","0.15714285714285714","1","0","57","2","0.275","0.3","False","0","0","0"
"0","HBASE-16760","HBASE","apachejit","2016-10-04","OneSecondBeforeFirstAssignmentDate","7","0","0","0","0","0","1","0","0","7","6","48.47","0.21212121212121213","0","0","24","1","0.0","0.13333333333333333","False","0","0","0"
"1","HBASE-16767","HBASE","apachejit","2016-10-05","OneSecondBeforeFirstAssignmentDate","10","3","0","0","0","1","10","0","0","10","20","4.54","0.11764705882352941","0","0","69","2","-0.08361742424242424","0.4230113636363636","False","0","0","0"
"1","HBASE-16768","HBASE","apachejit","2016-10-05","OneSecondBeforeFirstAssignmentDate","4","1","0","1","0","1","2","0","0","4","9","50.53","0.0851063829787234","0","0","37","3","0.0","0.0","False","3","0.375","1"
"1","HBASE-16772","HBASE","apachejit","2016-10-05","OneSecondBeforeFirstAssignmentDate","8","1","0","0","0","0","0","0","0","8","10","33.61","0.16326530612244897","0","0","37","2","0.28333333333333327","0.4833333333333334","False","0","0","0"
"0","HBASE-16773","HBASE","apachejit","2016-10-05","OneSecondBeforeFirstAssignmentDate","17","2","0","2","0","1","0","0","0","17","99","-261.62","0.03935185185185185","2","0","181","26","-0.041666666666666664","0.5166666666666667","True","0","0.0","0"
"0","HBASE-16774","HBASE","apachejit","2016-10-05","OneSecondBeforeFirstAssignmentDate","10","5","0","0","0","0","0","0","0","10","20","73.81","0.13513513513513514","1","0","68","5","0.0","0.0","False","0","0","0"
"1","HBASE-16775","HBASE","apachejit","2016-10-05","OneSecondBeforeFirstAssignmentDate","3","0","0","0","0","0","0","0","0","3","9","37.47","0.07317073170731707","0","0","35","2","0.0","0.1","False","0","0","0"
"1","HBASE-16776","HBASE","apachejit","2016-10-05","OneSecondBeforeFirstAssignmentDate","4","0","0","0","0","0","0","0","0","4","9","77.74","0.15384615384615385","0","0","21","1","0.0","0.0","False","0","0","0"
"0","HBASE-16783","HBASE","apachejit","2016-10-06","OneSecondBeforeFirstAssignmentDate","4","0","0","0","0","1","0","0","0","4","12","53.21","0.09523809523809523","0","0","36","1","0.0","0.0","False","0","0","0"
"0","HBASE-16784","HBASE","apachejit","2016-10-06","OneSecondBeforeFirstAssignmentDate","12","1","0","0","0","1","0","0","0","12","20","52.7","0.1411764705882353","0","0","75","2","-0.025","0.35","False","0","0","0"
"0","HBASE-16785","HBASE","apachejit","2016-10-06","OneSecondBeforeFirstAssignmentDate","22","2","0","0","0","1","0","0","0","22","34","82.04","0.1527777777777778","4","1","118","2","-0.010714285714285716","0.32142857142857145","False","0","0","0"
"0","HBASE-16788","HBASE","apachejit","2016-10-06","OneSecondBeforeFirstAssignmentDate","53","1","0","1","0","1","0","0","0","53","86","27.93","0.1394736842105263","0","0","272","17","-0.07499999999999997","0.3444444444444444","True","0","0","0"
"0","HBASE-16791","HBASE","apachejit","2016-10-08","OneSecondBeforeFirstAssignmentDate","3","0","0","0","0","0","0","0","0","3","5","-119.39","0.2","0","0","13","2","0.0","0.0","False","0","0","0"
"0","HBASE-16792","HBASE","apachejit","2016-10-09","OneSecondBeforeFirstAssignmentDate","2","1","0","2","0","0","0","0","0","2","7","-26.97","0.07692307692307693","1","0","16","1","0.21818181818181817","0.4772727272727273","False","0","0","0"
"0","HBASE-16794","HBASE","apachejit","2016-10-09","OneSecondBeforeFirstAssignmentDate","6","1","0","2","0","0","0","0","0","6","11","41.56","0.10344827586206896","0","0","51","1","0.1","0.3","False","0","0","0"
"1","HBASE-16799","HBASE","apachejit","2016-10-10","OneSecondBeforeFirstAssignmentDate","30","1","0","1","0","3","0","0","0","30","62","75.3","0.13392857142857142","2","0","195","2","0.03211805555555555","0.45694444444444454","False","0","0","0"
"0","HBASE-1680","HBASE","apachejit","2009-07-21","OneSecondBeforeFirstAssignmentDate","4","0","0","0","0","0","0","0","0","4","39","-160.51","0.022988505747126436","0","0","83","12","0.2333333333333333","1.0","True","0","0","0"
"1","HBASE-16802","HBASE","apachejit","2016-10-10","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","4","48.47","0.07142857142857142","0","0","13","0","0.0","0.0","False","0","0","0"
"0","HBASE-16803","HBASE","apachejit","2016-10-10","OneSecondBeforeFirstAssignmentDate","9","0","0","1","0","1","0","0","5","9","22","65.73","0.09782608695652174","1","0","70","2","0.005714285714285716","0.38285714285714284","False","0","0","0"
"0","HBASE-16811","HBASE","apachejit","2016-10-11","OneSecondBeforeFirstAssignmentDate","2","0","0","0","0","0","1","0","0","2","2","-126.67","0.2222222222222222","0","0","7","0","0.0","0.0","False","0","0","0"
"0","HBASE-16812","HBASE","apachejit","2016-10-12","OneSecondBeforeFirstAssignmentDate","11","0","0","0","0","1","30","0","1","11","19","-5.45","0.0728476821192053","0","0","64","5","0.009523809523809526","0.3726190476190476","False","0","0","0"
"1","HBASE-16813","HBASE","apachejit","2016-10-12","OneSecondBeforeFirstAssignmentDate","2","0","0","0","0","0","0","0","0","2","6","34.93","0.06666666666666667","0","0","23","0","0.0","0.25","False","0","0","0"
"0","HBASE-1682","HBASE","apachejit","2009-10-29","OneSecondBeforeFirstAssignmentDate","41","8","0","5","0","1","2","0","0","41","104","39.53","0.07961165048543689","1","0","343","20","0.08018939393939394","0.3995606060606061","True","0","0.0","0"
"1","HBASE-16821","HBASE","apachejit","2016-10-13","OneSecondBeforeFirstAssignmentDate","11","4","0","1","0","0","0","0","0","11","18","57.61","0.1134020618556701","1","0","66","1","-0.12653061224489795","0.29115646258503397","True","0","0","0"
"0","HBASE-16831","HBASE","apachejit","2016-10-13","OneSecondBeforeFirstAssignmentDate","3","0","0","0","0","1","0","0","0","3","5","46.44","0.15789473684210525","0","0","16","0","0.0","0.0","False","0","0","0"
"0","HBASE-16834","HBASE","apachejit","2016-10-15","OneSecondBeforeFirstAssignmentDate","4","2","0","0","0","0","0","0","0","4","4","3.46","0.19047619047619047","0","0","17","1","0.0","0.0","False","0","0","0"
"1","HBASE-16835","HBASE","apachejit","2016-10-26","OneSecondBeforeFirstAssignmentDate","2","0","0","0","0","0","0","0","0","2","5","75.57","0.08","0","0","18","0","0.0","0.0","False","2","0.16666666666666666","1"
"1","HBASE-16836","HBASE","apachejit","2016-10-17","OneSecondBeforeFirstAssignmentDate","2","0","0","0","0","0","0","0","0","2","1","8.2","0.4","0","0","4","0","0.0","0.0","False","0","0","0"
"0","HBASE-16837","HBASE","apachejit","2016-10-18","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","2","33.58","0.2","0","0","4","0","0.0","0.0","False","0","0","0"
"1","HBASE-16838","HBASE","apachejit","2016-10-21","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","1","35.61","0.3333333333333333","0","0","2","0","0.0","0.0","False","0","0","0"
"0","HBASE-16839","HBASE","apachejit","2016-10-14","OneSecondBeforeFirstAssignmentDate","6","0","0","0","0","0","0","0","0","6","14","43.22","0.13043478260869565","2","0","40","4","0.3666666666666667","0.7000000000000001","False","0","0","0"
"1","HBASE-1684","HBASE","apachejit","2009-07-22","OneSecondBeforeFirstAssignmentDate","4","0","0","0","0","0","3","0","0","4","10","82.61","0.08163265306122448","0","0","34","7","0.13636363636363635","0.45454545454545453","False","0","0","0"
"0","HBASE-16840","HBASE","apachejit","2016-11-07","OneSecondBeforeFirstAssignmentDate","0","0","0","0","0","0","0","0","0","0","8","53.37","0.0","0","0","19","1","0.3","0.0","False","0","0.0","0"
"0","HBASE-16844","HBASE","apachejit","2016-10-14","OneSecondBeforeFirstAssignmentDate","8","0","0","0","0","0","0","0","0","8","12","15.98","0.1509433962264151","0","0","39","1","-0.8000000000000002","1.0","True","0","0","0"
"1","HBASE-16846","HBASE","apachejit","2016-10-14","OneSecondBeforeFirstAssignmentDate","7","0","0","0","0","0","0","0","0","7","9","37.98","0.18421052631578946","2","0","33","0","-0.15","0.5","False","0","0","0"
"1","HBASE-16853","HBASE","apachejit","2016-10-16","OneSecondBeforeFirstAssignmentDate","61","2","0","3","0","0","32","0","0","61","116","41.36","0.08944281524926687","0","0","364","50","-0.43114478114478116","0.7838383838383839","True","0","0","0"
"1","HBASE-16854","HBASE","apachejit","2016-10-16","OneSecondBeforeFirstAssignmentDate","7","0","0","1","0","0","0","0","0","7","13","36.66","0.12962962962962962","1","0","37","0","0.03333333333333334","0.09523809523809523","True","0","0","0"
"1","HBASE-1686","HBASE","apachejit","2009-07-25","OneSecondBeforeFirstAssignmentDate","8","2","0","0","0","2","0","0","1","8","20","-52.15","0.08888888888888889","0","0","51","6","0.006249999999999999","0.625","False","2","0.25","1"
"1","HBASE-16864","HBASE","apachejit","2016-10-17","OneSecondBeforeFirstAssignmentDate","10","1","0","0","0","0","0","0","0","10","16","72.36","0.14705882352941177","0","0","64","0","0.0","0.06666666666666667","False","0","0","0"
"0","HBASE-16866","HBASE","apachejit","2016-10-18","OneSecondBeforeFirstAssignmentDate","10","1","0","3","0","0","0","0","0","10","27","-19.33","0.1","2","0","61","6","0.0","0.65","True","0","0","0"
"1","HBASE-16870","HBASE","apachejit","2016-10-18","OneSecondBeforeFirstAssignmentDate","8","1","0","0","0","0","2","0","0","8","25","-15.33","0.061068702290076333","0","0","75","7","-0.02840909090909091","0.39488636363636365","True","0","0","0"
"1","HBASE-16871","HBASE","apachejit","2016-10-18","OneSecondBeforeFirstAssignmentDate","6","0","0","0","0","0","0","0","0","6","7","85.18","0.20689655172413793","0","0","24","2","0.0","0.0","False","0","0","0"
"0","HBASE-16872","HBASE","apachejit","2016-10-19","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","1","8.2","0.2","0","0","4","0","0.0","0.0","False","0","0","0"
"0","HBASE-16874","HBASE","apachejit","2016-10-18","OneSecondBeforeFirstAssignmentDate","5","1","1","0","0","0","1","0","0","5","23","-187.82","0.049019607843137254","0","0","55","5","-0.3125","0.6000000000000001","True","1","1.0","1"
"0","HBASE-1688","HBASE","apachejit","2009-07-23","OneSecondBeforeFirstAssignmentDate","7","0","0","2","0","0","0","0","0","7","17","54.93","0.08974358974358974","2","0","65","4","-0.15047619047619049","0.58","True","0","0","0"
"0","HBASE-1689","HBASE","apachejit","2009-07-23","OneSecondBeforeFirstAssignmentDate","2","0","0","0","0","0","0","0","0","2","4","84.68","0.15384615384615385","0","0","12","0","0.0","0.0","True","0","0","0"
"1","HBASE-16891","HBASE","apachejit","2016-10-20","OneSecondBeforeFirstAssignmentDate","31","5","0","0","0","1","0","0","0","31","63","72.66","0.10954063604240283","0","0","240","14","0.125","0.55","False","0","0","0"
