RequirementID,ProjectName,Buggy,MaxSimilarity_TF-IDF_Cosine_Title,AvgSimilarity_TF-IDF_Cosine_Title,MaxSimilarity_Jaccard_Title,AvgSimilarity_Jaccard_Title,MaxSimilarity_EuclideanDistance_Title,AvgSimilarity_EuclideanDistance_Title,MaxSimilarity_TF-IDF_Cosine_Text,AvgSimilarity_TF-IDF_Cosine_Text,MaxSimilarity_Jaccard_Text,AvgSimilarity_Jaccard_Text,MaxSimilarity_EuclideanDistance_Text,AvgSimilarity_EuclideanDistance_Text
HBASE-2611,HBASE,1.0,1.0000,0.0259,0.1250,0.0028,0.0114,0.0051, , , , , , 
HBASE-2501,HBASE,1.0,1.0000,0.0077,0.2500,0.0017,0.0228,0.0063,1.0000,0.4694,0.0732,0.0155, , 
HBASE-2578,HBASE,1.0,1.0000,0.0947,0.2000,0.0078,0.0078,0.0043,1.0000,0.5152,0.0678,0.0222, , 
HBASE-2613,HBASE,1.0,1.0000,0.0305,0.2000,0.0043,0.0116,0.0049,1.0000,0.4660,0.1154,0.0235, , 
HBASE-2624,HBASE,0.0,1.0000,0.0152,0.5000,0.0041,0.0136,0.0056,1.0000,0.0755,0.0645,0.0039, , 
HBASE-2630,HBASE,0.0,1.0000,0.0342,0.1111,0.0034,0.0189,0.0048,1.0000,0.0478,0.0625,0.0023,1.0000,0.0866
HBASE-2635,HBASE,1.0,1.0000,0.0114,0.1000,0.0010,0.0127,0.0050,0.7071,0.0308,0.0556,0.0019, , 
HBASE-2638,HBASE,1.0,1.0000,0.0379,0.2500,0.0046,0.0101,0.0059,1.0000,0.0458,0.1250,0.0024,1.0000,0.0864
HBASE-2651,HBASE,0.0,1.0000,0.0215,0.1429,0.0021,0.0117,0.0046,1.0000,0.1314,0.0645,0.0061,1.0000,0.0852
HBASE-2645,HBASE,0.0,1.0000,0.0420,0.1429,0.0033,0.0074,0.0040,1.0000,0.4923,0.0805,0.0181, , 
HBASE-2661,HBASE,1.0,1.0000,0.1012,0.3333,0.0120,0.0125,0.0053,1.0000,0.1046,0.1000,0.0040,1.0000,0.0859
HBASE-2353,HBASE,1.0,1.0000,0.0139,0.1111,0.0012,0.0072,0.0040,1.0000,0.4609,0.0800,0.0159, , 
HBASE-2397,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0168,0.0050,0.0000,0.0000,0.0000,0.0000, , 
HBASE-2664,HBASE,0.0,1.0000,0.0171,0.2000,0.0031,0.0120,0.0052,1.0000,0.0728,0.0769,0.0037, , 
HBASE-2616,HBASE,1.0,1.0000,0.0149,0.5000,0.0040,0.0113,0.0053,1.0000,0.0404,0.0800,0.0025, , 
HBASE-2669,HBASE,1.0,1.0000,0.0175,0.1818,0.0019,0.0084,0.0043,1.0000,0.4675,0.0846,0.0215, , 
HBASE-2670,HBASE,1.0,1.0000,0.0296,0.1667,0.0045,0.0249,0.0057,1.0000,0.1207,0.0882,0.0059, , 
HBASE-2684,HBASE,1.0,1.0000,0.0221,0.5000,0.0064,0.0188,0.0058,1.0000,0.4927,0.0833,0.0214, , 
HBASE-2691,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0174,0.0050,1.0000,0.3995,0.1067,0.0158, , 
HBASE-2707,HBASE,1.0,1.0000,0.0385,0.1000,0.0029,0.0087,0.0042,1.0000,0.4087,0.0500,0.0120, , 
HBASE-2712,HBASE,1.0,1.0000,0.0657,0.1667,0.0052,0.0236,0.0045,1.0000,0.1850,0.0500,0.0107, , 
HBASE-2725,HBASE,1.0,1.0000,0.0062,0.1429,0.0008,0.0180,0.0048,1.0000,0.5002,0.0930,0.0220,1.0000,0.0823
HBASE-2726,HBASE,1.0,1.0000,0.0254,0.1111,0.0022,0.0116,0.0050,1.0000,0.1572,0.0811,0.0077, , 
HBASE-2727,HBASE,0.0,1.0000,0.0108,0.0714,0.0007,0.0294,0.0045,1.0000,0.3956,0.0596,0.0161, , 
HBASE-2461,HBASE,1.0,1.0000,0.0975,0.1333,0.0068,0.0091,0.0043,1.0000,0.4138,0.0986,0.0186, , 
HBASE-2740,HBASE,1.0,1.0000,0.0036,0.1111,0.0004,0.0089,0.0058,1.0000,0.4116,0.0659,0.0120, , 
HBASE-2741,HBASE,1.0,1.0000,0.0599,0.2000,0.0066,0.0133,0.0053,1.0000,0.4237,0.0853,0.0092, , 
HBASE-2752,HBASE,1.0,1.0000,0.0097,0.0909,0.0008,0.0100,0.0045,1.0000,0.4863,0.0909,0.0224, , 
HBASE-2756,HBASE,1.0,1.0000,0.0107,0.1667,0.0014,0.0104,0.0051,1.0000,0.4293,0.0622,0.0204, , 
HBASE-2757,HBASE,0.0,1.0000,0.0643,0.1250,0.0064,0.0097,0.0045,1.0000,0.4608,0.0577,0.0171, , 
HBASE-2758,HBASE,1.0,1.0000,0.0707,0.1429,0.0075,0.0079,0.0045,1.0000,0.4238,0.0753,0.0179, , 
HBASE-2760,HBASE,1.0,1.0000,0.0545,0.1111,0.0050,0.0068,0.0040,1.0000,0.4169,0.1379,0.0091, , 
HBASE-2729,HBASE,1.0,1.0000,0.0201,0.1111,0.0017,0.0140,0.0045,1.0000,0.2251,0.0723,0.0090, , 
HBASE-2762,HBASE,1.0,1.0000,0.1022,0.2222,0.0096,0.0092,0.0047,1.0000,0.0708,0.0606,0.0037,1.0000,0.0801
HBASE-2763,HBASE,0.0,1.0000,0.0175,0.1250,0.0017,0.0092,0.0041,1.0000,0.1296,0.0577,0.0065,1.0000,0.0793
HBASE-2764,HBASE,0.0,1.0000,0.0140,0.1111,0.0014,0.0112,0.0058,1.0000,0.1824,0.0714,0.0094,1.0000,0.0793
HBASE-2768,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0273,0.0053,1.0000,0.1882,0.0833,0.0086, , 
HBASE-2265,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0101,0.0047,1.0000,0.2361,0.0600,0.0096, , 
HBASE-2774,HBASE,1.0,1.0000,0.0537,0.0870,0.0030,0.0111,0.0046,1.0000,0.3913,0.0543,0.0124, , 
HBASE-2781,HBASE,1.0,1.0000,0.0417,0.1176,0.0033,0.0103,0.0047,1.0000,0.4272,0.1761,0.0115, , 
HBASE-2795,HBASE,0.0,1.0000,0.0277,0.1000,0.0022,0.0079,0.0039,1.0000,0.5147,0.0727,0.0194, , 
HBASE-2517,HBASE,1.0,1.0000,0.0128,0.1429,0.0013,0.0121,0.0045,1.0000,0.3521,0.0800,0.0145, , 
HBASE-2803,HBASE,1.0,1.0000,0.0310,0.3333,0.0051,0.0306,0.0052,1.0000,0.0723,0.0714,0.0028,1.0000,0.0795
HBASE-2823,HBASE,1.0,1.0000,0.0564,0.1000,0.0046,0.0098,0.0045,1.0000,0.4857,0.0581,0.0165, , 
HBASE-2827,HBASE,0.0,1.0000,0.0856,0.1538,0.0080,0.0100,0.0045,1.0000,0.1409,0.0430,0.0081, , 
HBASE-1511,HBASE,1.0,1.0000,0.0093,0.3333,0.0021,0.0309,0.0051,1.0000,0.4436,0.0615,0.0173, , 
HBASE-2838,HBASE,1.0,1.0000,0.0102,0.2000,0.0015,0.0229,0.0078, , , , , , 
HBASE-2840,HBASE,1.0,1.0000,0.0466,0.1667,0.0043,0.0108,0.0042,1.0000,0.0672,0.0556,0.0042,1.0000,0.0808
HBASE-2844,HBASE,1.0,1.0000,0.0421,0.1667,0.0052,0.0255,0.0067,1.0000,0.2596,0.0968,0.0154, , 
HBASE-2854,HBASE,1.0,1.0000,0.0463,0.4000,0.0083,0.0234,0.0071,1.0000,0.0443,0.0833,0.0023, , 
HBASE-2856,HBASE,1.0,1.0000,0.0303,0.5000,0.0074,0.0144,0.0058,1.0000,0.4832,0.0845,0.0176, , 
HBASE-2858,HBASE,1.0,1.0000,0.0168,0.1429,0.0021,0.0158,0.0051,1.0000,0.2782,0.0725,0.0149, , 
HBASE-2859,HBASE,1.0,1.0000,0.0067,0.1250,0.0008,0.0122,0.0054, , , , , , 
HBASE-2792,HBASE,1.0,1.0000,0.0290,0.1250,0.0026,0.0124,0.0049,1.0000,0.5260,0.0652,0.0157, , 
HBASE-2862,HBASE,1.0,1.0000,0.0066,0.2000,0.0011,0.0094,0.0056,1.0000,0.4768,0.1053,0.0160, , 
HBASE-2865,HBASE,1.0,1.0000,0.0265,0.0625,0.0014,0.0097,0.0042,1.0000,0.3862,0.1563,0.0198,1.0000,0.0817
HBASE-2868,HBASE,1.0,0.7071,0.0023,0.1429,0.0005,0.0107,0.0047,1.0000,0.0257,0.0690,0.0012,1.0000,0.0820
HBASE-2870,HBASE,1.0,1.0000,0.0813,0.1250,0.0081,0.0095,0.0050,1.0000,0.5061,0.0769,0.0184, , 
HBASE-2886,HBASE,1.0,1.0000,0.0744,0.1429,0.0082,0.0244,0.0064,1.0000,0.0965,0.0526,0.0039, , 
HBASE-2889,HBASE,1.0,1.0000,0.0098,0.1000,0.0008,0.0095,0.0044,1.0000,0.4747,0.0886,0.0166, , 
HBASE-2897,HBASE,1.0,1.0000,0.0456,0.2000,0.0056,0.0158,0.0050,1.0000,0.4137,0.0694,0.0204, , 
HBASE-2906,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0107,0.0049,1.0000,0.4616,0.0597,0.0122, , 
HBASE-2907,HBASE,1.0,1.0000,0.0563,0.1176,0.0047,0.0107,0.0045,1.0000,0.1108,0.0595,0.0045, , 
HBASE-2924,HBASE,1.0,1.0000,0.0700,0.2222,0.0070,0.0142,0.0046,1.0000,0.2339,0.0682,0.0131, , 
HBASE-2925,HBASE,1.0,1.0000,0.0119,0.1429,0.0015,0.0090,0.0046,1.0000,0.5101,1.0000,0.0197, , 
HBASE-2928,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0124,0.0046,1.0000,0.4905,0.0667,0.0145, , 
HBASE-2915,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0373,0.0053,1.0000,0.1444,0.0536,0.0062, , 
HBASE-2933,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0099,0.0051,1.0000,0.4192,0.0882,0.0175, , 
HBASE-2375,HBASE,0.0,1.0000,0.0429,0.1333,0.0029,0.0138,0.0044,1.0000,0.4507,0.0698,0.0153, , 
HBASE-2953,HBASE,1.0,1.0000,0.0063,0.0833,0.0005,0.0211,0.0047,1.0000,0.0249,0.0500,0.0012,1.0000,0.0790
HBASE-1485,HBASE,1.0,1.0000,0.0316,0.1429,0.0025,0.0124,0.0046,1.0000,0.5014,0.0769,0.0187, , 
HBASE-2962,HBASE,0.0,1.0000,0.0937,0.1250,0.0085,0.0120,0.0046,1.0000,0.1856,0.0541,0.0096, , 
HBASE-2946,HBASE,1.0,1.0000,0.0464,0.3333,0.0061,0.0137,0.0054,1.0000,0.4490,0.1304,0.0204, , 
HBASE-2964,HBASE,1.0,1.0000,0.0252,0.1250,0.0022,0.0125,0.0046,1.0000,0.2308,0.0676,0.0120, , 
HBASE-2968,HBASE,0.0,1.0000,0.0063,0.1429,0.0007,0.0081,0.0050,1.0000,0.2349,0.0851,0.0107, , 
HBASE-2974,HBASE,1.0,1.0000,0.0063,0.0769,0.0004,0.0098,0.0050,1.0000,0.4208,0.0648,0.0163, , 
HBASE-2979,HBASE,1.0,1.0000,0.0094,0.1429,0.0011,0.0111,0.0049,1.0000,0.0178,0.0909,0.0009,1.0000,0.0812
HBASE-2980,HBASE,1.0,1.0000,0.0156,0.1667,0.0021,0.0790,0.0053,1.0000,0.0197,0.0714,0.0011,1.0000,0.0775
HBASE-2988,HBASE,1.0,1.0000,0.0172,0.1429,0.0022,0.0182,0.0049,1.0000,0.0332,0.0625,0.0014,1.0000,0.0769
HBASE-2782,HBASE,1.0,1.0000,0.0477,0.1429,0.0048,0.0107,0.0060,1.0000,0.1953,0.0563,0.0101, , 
HBASE-2899,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0188,0.0048,1.0000,0.5136,0.0775,0.0210, , 
HBASE-2992,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0126,0.0053,1.0000,0.4324,0.0732,0.0163, , 
HBASE-2996,HBASE,1.0,1.0000,0.0237,0.1667,0.0026,0.0118,0.0063,1.0000,0.2556,0.0820,0.0177, , 
HBASE-2997,HBASE,1.0,1.0000,0.0092,0.1000,0.0008,0.0095,0.0049,1.0000,0.5032,0.1333,0.0246,1.0000,0.0767
HBASE-3001,HBASE,1.0,1.0000,0.0175,0.0909,0.0015,0.0140,0.0051,1.0000,0.2132,0.0606,0.0087, , 
HBASE-3002,HBASE,1.0,1.0000,0.0366,0.1000,0.0028,0.0089,0.0044,1.0000,0.1495,0.0800,0.0065,1.0000,0.0754
HBASE-3006,HBASE,1.0,1.0000,0.0438,0.0714,0.0027,0.0102,0.0044,1.0000,0.1738,0.0308,0.0055, , 
HBASE-3008,HBASE,1.0,1.0000,0.0030,0.1429,0.0004,0.0227,0.0049,1.0000,0.1776,0.0862,0.0082, , 
HBASE-3013,HBASE,1.0,1.0000,0.0211,0.1250,0.0018,0.0110,0.0052,1.0000,0.2691,0.0779,0.0140, , 
HBASE-3026,HBASE,1.0,1.0000,0.0051,0.1000,0.0005,0.0117,0.0045,1.0000,0.4847,0.0820,0.0170, , 
HBASE-3030,HBASE,1.0,1.0000,0.0712,0.2000,0.0066,0.0118,0.0048,1.0000,0.1650,0.0811,0.0117, , 
HBASE-3033,HBASE,0.0,1.0000,0.0240,0.1429,0.0024,0.0122,0.0051,1.0000,0.1522,0.0833,0.0070, , 
HBASE-3038,HBASE,1.0,1.0000,0.0180,0.1250,0.0020,0.0099,0.0047,1.0000,0.4668,0.0652,0.0153, , 
HBASE-3048,HBASE,1.0,1.0000,0.0260,0.1667,0.0033,0.0121,0.0051,1.0000,0.5108,0.0631,0.0159, , 
HBASE-2753,HBASE,0.0,1.0000,0.0357,0.1250,0.0035,0.0144,0.0045,1.0000,0.4839,0.0968,0.0180, , 
HBASE-3068,HBASE,1.0,1.0000,0.1160,0.1579,0.0076,0.0128,0.0046,1.0000,0.4374,0.0763,0.0192, , 
HBASE-3070,HBASE,0.0,1.0000,0.0873,0.1250,0.0088,0.0132,0.0049,1.0000,0.4568,0.1250,0.0222,1.0000,0.0738
HBASE-3073,HBASE,1.0,1.0000,0.0178,0.1111,0.0017,0.0102,0.0045,1.0000,0.4953,0.0732,0.0162, , 
HBASE-2514,HBASE,1.0,1.0000,0.0790,0.1111,0.0063,0.0150,0.0046,1.0000,0.4185,0.1707,0.0104, , 
HBASE-2896,HBASE,1.0,1.0000,0.0286,0.1429,0.0027,0.0290,0.0049,1.0000,0.4752,0.1071,0.0193, , 
HBASE-2898,HBASE,1.0,1.0000,0.0247,0.0769,0.0017,0.0158,0.0044,1.0000,0.3666,0.0613,0.0128, , 
HBASE-3082,HBASE,1.0,1.0000,0.0088,0.0833,0.0007,0.0105,0.0045,1.0000,0.5237,0.0833,0.0195, , 
HBASE-3083,HBASE,1.0,1.0000,0.1145,0.0909,0.0056,0.0248,0.0044,1.0000,0.5042,0.0714,0.0186, , 
HBASE-3092,HBASE,1.0,1.0000,0.0117,0.1429,0.0014,0.0095,0.0044,1.0000,0.1087,0.0488,0.0046, , 
HBASE-3102,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0105,0.0050,1.0000,0.1621,0.0506,0.0062, , 
HBASE-3104,HBASE,0.0,1.0000,0.0464,0.0833,0.0031,0.0110,0.0045, , , , , , 
HBASE-3110,HBASE,0.0,1.0000,0.0261,0.1250,0.0028,0.0158,0.0050, , , , , , 
HBASE-3114,HBASE,1.0,1.0000,0.0194,0.1111,0.0019,0.0122,0.0047,1.0000,0.4422,0.0818,0.0176, , 
HBASE-3076,HBASE,0.0,1.0000,0.0116,0.3000,0.0016,0.0112,0.0046,1.0000,0.2751,0.0673,0.0130, , 
HBASE-3115,HBASE,0.0,1.0000,0.0165,0.1111,0.0014,0.0101,0.0046,1.0000,0.4686,0.0636,0.0142, , 
HBASE-3120,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0217,0.0062,1.0000,0.1696,0.0588,0.0079, , 
HBASE-3132,HBASE,0.0,1.0000,0.0058,0.0909,0.0004,0.0193,0.0047,1.0000,0.0514,0.0476,0.0022,1.0000,0.0718
HBASE-3133,HBASE,0.0,1.0000,0.0337,0.1000,0.0026,0.0099,0.0046,1.0000,0.1521,0.1034,0.0067, , 
HBASE-2998,HBASE,1.0,1.0000,0.0058,0.1000,0.0006,0.0089,0.0046,1.0000,0.2765,0.0833,0.0132, , 
HBASE-3012,HBASE,1.0,1.0000,0.0406,0.1111,0.0035,0.0073,0.0043,1.0000,0.1409,0.0909,0.0070, , 
HBASE-3136,HBASE,0.0,1.0000,0.0229,0.1333,0.0020,0.0088,0.0042,1.0000,0.4722,0.0753,0.0219, , 
HBASE-3052,HBASE,1.0,1.0000,0.1033,0.1667,0.0084,0.0111,0.0042,1.0000,0.5045,0.1081,0.0222, , 
HBASE-3147,HBASE,1.0,1.0000,0.0343,0.0909,0.0022,0.0116,0.0045,1.0000,0.4068,0.1350,0.0190, , 
HBASE-3158,HBASE,1.0,1.0000,0.0085,0.1000,0.0007,0.0109,0.0048,1.0000,0.1841,0.0759,0.0084, , 
HBASE-3160,HBASE,1.0,1.0000,0.0057,0.1250,0.0007,0.0102,0.0046,1.0000,0.5083,0.0667,0.0145, , 
HBASE-3161,HBASE,1.0,1.0000,0.0182,0.1111,0.0019,0.0201,0.0050,1.0000,0.0477,0.0455,0.0019,1.0000,0.0708
HBASE-3167,HBASE,0.0,1.0000,0.0945,0.1176,0.0057,0.0087,0.0041,1.0000,0.1079,0.0909,0.0044, , 
HBASE-2935,HBASE,0.0,1.0000,0.0096,0.1667,0.0016,0.0241,0.0044,1.0000,0.4804,0.0769,0.0153, , 
HBASE-2253,HBASE,1.0,1.0000,0.0254,0.1000,0.0022,0.0146,0.0044,1.0000,0.4999,0.0753,0.0137, , 
HBASE-3162,HBASE,1.0,1.0000,0.0941,0.2000,0.0076,0.0102,0.0045,1.0000,0.4991,0.0708,0.0189, , 
HBASE-3163,HBASE,1.0,1.0000,0.0329,0.0714,0.0020,0.0087,0.0042,1.0000,0.1152,0.0417,0.0035, , 
HBASE-3176,HBASE,0.0,1.0000,0.0440,0.1667,0.0058,0.0299,0.0053,1.0000,0.5321,0.0870,0.0196,1.0000,0.0699
HBASE-3179,HBASE,1.0,1.0000,0.0718,0.1429,0.0051,0.0102,0.0043,1.0000,0.4691,0.0667,0.0159, , 
HBASE-3180,HBASE,1.0,1.0000,0.0291,0.1000,0.0025,0.0388,0.0046,1.0000,0.3710,0.0562,0.0128, , 
HBASE-3183,HBASE,1.0,1.0000,0.0028,0.1111,0.0003,0.0094,0.0039,1.0000,0.0385,0.0833,0.0020,1.0000,0.0711
HBASE-3095,HBASE,1.0,1.0000,0.0242,0.1429,0.0023,0.0210,0.0048,1.0000,0.4979,0.0833,0.0219, , 
HBASE-3141,HBASE,1.0,1.0000,0.0789,0.1818,0.0065,0.0095,0.0046,1.0000,0.5102,0.0800,0.0192, , 
HBASE-3151,HBASE,1.0,1.0000,0.0268,0.1667,0.0031,0.0091,0.0047,1.0000,0.4157,0.0490,0.0093, , 
HBASE-3195,HBASE,1.0,1.0000,0.0596,0.2500,0.0063,0.0085,0.0047,1.0000,0.5183,0.0909,0.0214, , 
HBASE-3198,HBASE,1.0,1.0000,0.0377,0.1818,0.0041,0.0131,0.0045,1.0000,0.4373,0.0690,0.0139, , 
HBASE-3199,HBASE,1.0,1.0000,0.0156,0.1429,0.0016,0.0111,0.0049,1.0000,0.4102,0.0525,0.0125, , 
HBASE-3202,HBASE,1.0,1.0000,0.0156,0.1250,0.0015,0.0104,0.0047,1.0000,0.4198,0.0714,0.0108, , 
HBASE-3203,HBASE,1.0,1.0000,0.0778,0.1333,0.0065,0.0113,0.0042,1.0000,0.5054,0.1064,0.0238, , 
HBASE-3168,HBASE,1.0,1.0000,0.0968,0.1538,0.0079,0.0125,0.0044,1.0000,0.4551,0.0519,0.0143, , 
HBASE-3205,HBASE,1.0,1.0000,0.0027,0.1000,0.0003,0.0151,0.0053,1.0000,0.1652,0.0541,0.0076, , 
HBASE-3207,HBASE,1.0,1.0000,0.0464,0.1429,0.0035,0.0172,0.0043,1.0000,0.5166,0.0811,0.0228, , 
HBASE-3209,HBASE,1.0,1.0000,0.0054,0.1667,0.0008,0.0117,0.0061,1.0000,0.4249,0.0833,0.0160, , 
HBASE-3211,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0099,0.0060,1.0000,0.2338,0.0588,0.0110,1.0000,0.0665
HBASE-3216,HBASE,1.0,1.0000,0.0314,0.1667,0.0037,0.0130,0.0056,1.0000,0.1614,0.0952,0.0078,1.0000,0.0672
HBASE-3221,HBASE,0.0,1.0000,0.0053,0.0909,0.0004,0.0148,0.0063,1.0000,0.2433,0.0714,0.0130, , 
HBASE-3223,HBASE,1.0,1.0000,0.0160,0.1429,0.0019,0.0163,0.0052,1.0000,0.4993,0.0923,0.0175, , 
HBASE-3224,HBASE,0.0,1.0000,0.0107,0.2500,0.0018,0.0086,0.0048,1.0000,0.1603,0.0476,0.0058, , 
HBASE-3227,HBASE,1.0,1.0000,0.0163,0.1250,0.0019,0.0119,0.0051, , , , , , 
HBASE-3233,HBASE,0.0,1.0000,0.0178,0.1667,0.0025,0.0159,0.0059,1.0000,0.5113,0.1042,0.0164,1.0000,0.0686
HBASE-1861,HBASE,1.0,1.0000,0.0330,0.0909,0.0025,0.0119,0.0042,1.0000,0.0498,0.0588,0.0024,1.0000,0.0697
HBASE-3243,HBASE,1.0,1.0000,0.0576,0.1250,0.0051,0.0113,0.0049,1.0000,0.2311,0.0746,0.0131, , 
HBASE-3257,HBASE,1.0,1.0000,0.0627,0.1000,0.0044,0.0095,0.0044, , , , , , 
HBASE-3262,HBASE,1.0,1.0000,0.0324,0.1111,0.0031,0.0106,0.0048,1.0000,0.1296,0.0833,0.0065,1.0000,0.0710
HBASE-3264,HBASE,0.0,1.0000,0.0289,0.1667,0.0037,0.0264,0.0052,1.0000,0.5176,0.0727,0.0166, , 
HBASE-3272,HBASE,1.0,1.0000,0.0424,0.2500,0.0048,0.0201,0.0052,1.0000,0.1396,0.0420,0.0108, , 
HBASE-3267,HBASE,1.0,1.0000,0.0701,0.1429,0.0065,0.0112,0.0050,1.0000,0.4690,0.0700,0.0201, , 
HBASE-3275,HBASE,0.0,1.0000,0.0254,0.2857,0.0028,0.0095,0.0046,1.0000,0.2057,0.0755,0.0094,1.0000,0.0702
HBASE-3279,HBASE,1.0,1.0000,0.0183,0.2000,0.0016,0.0129,0.0045,1.0000,0.1900,0.0921,0.0109, , 
HBASE-3263,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0106,0.0056,1.0000,0.2306,0.0926,0.0106, , 
HBASE-3280,HBASE,0.0,1.0000,0.0078,0.1250,0.0007,0.0113,0.0047,1.0000,0.5190,0.0862,0.0151, , 
HBASE-3282,HBASE,1.0,1.0000,0.0470,0.0625,0.0025,0.0107,0.0043,1.0000,0.5261,0.1000,0.0209, , 
HBASE-3283,HBASE,1.0,1.0000,0.0999,0.1667,0.0080,0.0087,0.0044,1.0000,0.4412,0.1000,0.0211, , 
HBASE-3287,HBASE,1.0,1.0000,0.1168,0.1333,0.0094,0.0102,0.0043,1.0000,0.4628,0.1039,0.0178, , 
HBASE-3290,HBASE,1.0,1.0000,0.0052,0.2000,0.0009,0.0508,0.0068,1.0000,0.5086,0.0833,0.0198, , 
HBASE-3292,HBASE,0.0,1.0000,0.0968,0.2000,0.0087,0.0183,0.0044,1.0000,0.4968,0.0769,0.0199, , 
HBASE-3296,HBASE,1.0,1.0000,0.0664,0.1000,0.0051,0.0107,0.0044,1.0000,0.2307,0.1211,0.0112, , 
HBASE-3298,HBASE,1.0,1.0000,0.0309,0.1538,0.0027,0.0107,0.0047,1.0000,0.4110,0.0903,0.0085, , 
HBASE-3299,HBASE,1.0,1.0000,0.0154,0.1000,0.0013,0.0093,0.0048,1.0000,0.4316,0.0734,0.0125, , 
HBASE-3303,HBASE,0.0,1.0000,0.0044,0.1250,0.0006,0.0158,0.0048,1.0000,0.2648,0.0657,0.0148, , 
HBASE-3305,HBASE,1.0,1.0000,0.0812,0.2000,0.0074,0.0165,0.0045,1.0000,0.1134,0.1579,0.0057,1.0000,0.0696
HBASE-2937,HBASE,1.0,1.0000,0.0307,0.1667,0.0036,0.0167,0.0053,1.0000,0.4865,0.0747,0.0177, , 
HBASE-2939,HBASE,1.0,1.0000,0.0077,0.1250,0.0009,0.0120,0.0050,1.0000,0.4702,0.0929,0.0140, , 
HBASE-3328,HBASE,1.0,1.0000,0.0025,0.0769,0.0002,0.0084,0.0049,1.0000,0.5022,0.0882,0.0181, , 
HBASE-3323,HBASE,1.0,1.0000,0.0370,0.2143,0.0044,0.0106,0.0055,1.0000,0.2746,0.0517,0.0134, , 
HBASE-3332,HBASE,1.0,1.0000,0.0448,0.2727,0.0051,0.0116,0.0050,1.0000,0.2341,0.0806,0.0140, , 
HBASE-3335,HBASE,1.0,1.0000,0.0682,0.1667,0.0083,0.0102,0.0059,1.0000,0.4839,0.0714,0.0145, , 
HBASE-3337,HBASE,1.0,1.0000,0.0768,0.1667,0.0061,0.0096,0.0043,1.0000,0.2408,0.1064,0.0109, , 
HBASE-3344,HBASE,1.0,1.0000,0.0571,0.3333,0.0060,0.0136,0.0050,1.0000,0.4330,0.1585,0.0152, , 
HBASE-3348,HBASE,1.0,1.0000,0.0168,0.1111,0.0015,0.0108,0.0046,1.0000,0.1160,0.0685,0.0060, , 
HBASE-3349,HBASE,0.0,1.0000,0.0250,0.1429,0.0030,0.0140,0.0051,1.0000,0.1732,0.0606,0.0064, , 
HBASE-3360,HBASE,1.0,1.0000,0.0368,0.1250,0.0032,0.0148,0.0047,1.0000,0.4805,0.0714,0.0139, , 
HBASE-3363,HBASE,0.0,1.0000,0.0043,0.1429,0.0007,0.0136,0.0060,1.0000,0.0241,0.0435,0.0007,1.0000,0.0684
HBASE-3343,HBASE,1.0,1.0000,0.0616,0.1111,0.0053,0.0115,0.0048,1.0000,0.1776,0.1250,0.0087,1.0000,0.0669
HBASE-3365,HBASE,1.0,1.0000,0.0590,0.2000,0.0053,0.0106,0.0044,1.0000,0.4372,0.4677,0.0138, , 
HBASE-3374,HBASE,1.0,1.0000,0.0117,0.1000,0.0010,0.0078,0.0047,1.0000,0.4776,0.0690,0.0180, , 
HBASE-2947,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0114,0.0047,1.0000,0.4883,0.2667,0.0202,1.0000,0.0668
HBASE-3384,HBASE,1.0,1.0000,0.0191,0.2000,0.0028,0.0113,0.0050,1.0000,0.4397,0.0857,0.0170, , 
HBASE-3386,HBASE,1.0,1.0000,0.0166,0.3333,0.0032,0.0111,0.0056,1.0000,0.2225,0.0833,0.0120, , 
HBASE-3388,HBASE,1.0,1.0000,0.0190,0.2000,0.0027,0.0109,0.0048,1.0000,0.4665,0.1017,0.0140, , 
HBASE-3393,HBASE,0.0,1.0000,0.0704,0.1818,0.0060,0.0111,0.0039, , , , , , 
HBASE-3400,HBASE,1.0,1.0000,0.0025,0.1250,0.0003,0.0234,0.0051,1.0000,0.2832,0.0588,0.0108, , 
HBASE-3401,HBASE,1.0,1.0000,0.0172,0.1429,0.0018,0.0091,0.0050,1.0000,0.2427,0.0926,0.0147, , 
HBASE-3407,HBASE,1.0,1.0000,0.0147,0.1111,0.0013,0.0160,0.0049,1.0000,0.1802,0.0851,0.0094, , 
HBASE-3418,HBASE,1.0,1.0000,0.0261,0.1000,0.0021,0.0137,0.0046,1.0000,0.5122,0.0909,0.0156, , 
