RequirementID,ProjectName,Buggy,MaxSimilarity_TF-IDF_Cosine_Title,AvgSimilarity_TF-IDF_Cosine_Title,MaxSimilarity_Jaccard_Title,AvgSimilarity_Jaccard_Title,MaxSimilarity_EuclideanDistance_Title,AvgSimilarity_EuclideanDistance_Title,MaxSimilarity_TF-IDF_Cosine_Text,AvgSimilarity_TF-IDF_Cosine_Text,MaxSimilarity_Jaccard_Text,AvgSimilarity_Jaccard_Text,MaxSimilarity_EuclideanDistance_Text,AvgSimilarity_EuclideanDistance_Text
HIVE-5318,HIVE,1.0,1.0000,0.1365,0.1538,0.0101,0.0300,0.0040,1.0000,0.2177,0.0733,0.0063, , 
HIVE-5345,HIVE,0.0,1.0000,0.0057,0.1000,0.0005,0.0105,0.0042,1.0000,0.2496,0.0600,0.0087, , 
HIVE-5031,HIVE,0.0,1.0000,0.0342,0.2143,0.0027,0.0105,0.0042,1.0000,0.2024,0.1111,0.0091, , 
HIVE-5366,HIVE,0.0,1.0000,0.0275,0.1250,0.0023,0.0132,0.0044,1.0000,0.3402,0.0800,0.0112, , 
HIVE-5367,HIVE,1.0,1.0000,0.0108,0.1429,0.0011,0.0135,0.0049,1.0000,0.0948,0.1818,0.0048, , 
HIVE-5297,HIVE,1.0,1.0000,0.2450,0.3333,0.0264,0.0130,0.0046,1.0000,0.3290,0.1000,0.0154, , 
HIVE-5361,HIVE,1.0,1.0000,0.0340,0.1111,0.0027,0.0098,0.0043,0.8165,0.0134,0.1667,0.0017,1.0000,0.0939
HIVE-5386,HIVE,1.0,1.0000,0.0279,0.3000,0.0025,0.0110,0.0043,1.0000,0.0190,0.4286,0.0039, , 
HIVE-5324,HIVE,1.0,1.0000,0.0274,0.1111,0.0022,0.0144,0.0042,1.0000,0.2542,0.0625,0.0083, , 
HIVE-4837,HIVE,1.0,1.0000,0.0705,0.2222,0.0074,0.0157,0.0052,1.0000,0.2422,0.0978,0.0058, , 
HIVE-5178,HIVE,1.0,1.0000,0.0093,0.1429,0.0011,0.0120,0.0054,1.0000,0.1637,0.0714,0.0070, , 
HIVE-5271,HIVE,1.0,1.0000,0.0488,0.2000,0.0052,0.0116,0.0043,1.0000,0.2026,0.0938,0.0081, , 
HIVE-5368,HIVE,1.0,1.0000,0.0451,0.1429,0.0049,0.0239,0.0058,1.0000,0.1599,0.1538,0.0073, , 
HIVE-5035,HIVE,1.0,1.0000,0.0090,0.1250,0.0009,0.0141,0.0050,1.0000,0.0538,0.2222,0.0032, , 
HIVE-5066,HIVE,1.0,1.0000,0.0144,0.3333,0.0018,0.0117,0.0055,1.0000,0.0240,0.2222,0.0022, , 
HIVE-5114,HIVE,1.0,1.0000,0.0429,0.1667,0.0044,0.0110,0.0050,1.0000,0.1205,0.0833,0.0044, , 
HIVE-5325,HIVE,1.0,1.0000,0.0483,0.3636,0.0050,0.0241,0.0045,1.0000,0.1244,0.0857,0.0050, , 
HIVE-5389,HIVE,1.0,1.0000,0.0296,0.2000,0.0026,0.0141,0.0045,1.0000,0.1107,0.4000,0.0070, , 
HIVE-3807,HIVE,0.0,1.0000,0.1015,0.2000,0.0090,0.0437,0.0044,1.0000,0.1870,0.0652,0.0079, , 
HIVE-5196,HIVE,1.0,1.0000,0.0288,0.1250,0.0021,0.0132,0.0043,1.0000,0.1979,0.0769,0.0087, , 
HIVE-5296,HIVE,1.0,1.0000,0.0265,0.1000,0.0021,0.0081,0.0041,1.0000,0.2201,0.0900,0.0060, , 
HIVE-5413,HIVE,1.0,1.0000,0.0028,0.1250,0.0003,0.0207,0.0049,1.0000,0.2615,0.0775,0.0103, , 
HIVE-5419,HIVE,1.0,1.0000,0.0356,0.1667,0.0033,0.0134,0.0046,1.0000,0.0447,0.2143,0.0017, , 
HIVE-4642,HIVE,1.0,1.0000,0.0434,0.4286,0.0065,0.0263,0.0044,1.0000,0.1295,0.0800,0.0054, , 
HIVE-4542,HIVE,1.0,1.0000,0.0427,0.2500,0.0048,0.0149,0.0047,1.0000,0.2153,0.0698,0.0086, , 
HIVE-5364,HIVE,1.0,1.0000,0.0826,0.2000,0.0088,0.0193,0.0050,1.0000,0.1621,0.0870,0.0072, , 
HIVE-5382,HIVE,0.0,1.0000,0.0113,0.1000,0.0010,0.0218,0.0043,1.0000,0.0372,0.1429,0.0018,1.0000,0.0911
HIVE-5390,HIVE,1.0,1.0000,0.0173,0.7143,0.0020,0.0141,0.0045,1.0000,0.0890,0.3750,0.0043, , 
HIVE-5426,HIVE,1.0,1.0000,0.0187,0.1250,0.0018,0.0158,0.0046,1.0000,0.0192,0.0909,0.0009, , 
HIVE-5429,HIVE,1.0,1.0000,0.1092,0.1111,0.0097,0.0163,0.0047,1.0000,0.2131,0.0909,0.0096, , 
HIVE-5437,HIVE,1.0,1.0000,0.0967,0.2000,0.0096,0.0194,0.0043,1.0000,0.2117,0.1957,0.0100, , 
HIVE-5439,HIVE,1.0,1.0000,0.0722,0.1818,0.0071,0.0105,0.0044,1.0000,0.0632,0.3529,0.0052, , 
HIVE-5442,HIVE,1.0,1.0000,0.0567,0.2500,0.0073,0.0237,0.0061,1.0000,0.0987,0.2174,0.0059, , 
HIVE-4888,HIVE,1.0,1.0000,0.0455,0.1818,0.0052,0.0187,0.0045,1.0000,0.2505,0.0690,0.0097, , 
HIVE-5402,HIVE,1.0,1.0000,0.1031,0.2000,0.0091,0.0155,0.0048,1.0000,0.1596,0.0882,0.0057, , 
HIVE-5428,HIVE,1.0,1.0000,0.0607,0.2857,0.0061,0.0106,0.0053,1.0000,0.2333,0.0584,0.0077, , 
HIVE-5449,HIVE,1.0,1.0000,0.1242,0.2000,0.0096,0.0271,0.0043,1.0000,0.3636,0.0889,0.0134, , 
HIVE-5250,HIVE,1.0,1.0000,0.0363,0.1667,0.0043,0.0139,0.0060,1.0000,0.1538,0.1154,0.0079, , 
HIVE-5372,HIVE,1.0,1.0000,0.0196,0.1111,0.0015,0.0136,0.0045,1.0000,0.0892,0.0769,0.0034, , 
HIVE-5391,HIVE,1.0,1.0000,0.0685,0.2222,0.0063,0.0147,0.0045,1.0000,0.0534,0.0769,0.0020, , 
HIVE-4945,HIVE,0.0,1.0000,0.0299,0.1250,0.0028,0.0118,0.0041, , , , , , 
HIVE-5365,HIVE,1.0,1.0000,0.1243,0.2222,0.0115,0.0312,0.0045,1.0000,0.2305,0.1667,0.0111, , 
HIVE-5418,HIVE,1.0,1.0000,0.0100,0.1667,0.0013,0.0350,0.0046,1.0000,0.2023,0.1163,0.0073, , 
HIVE-5460,HIVE,1.0,1.0000,0.0278,0.1111,0.0020,0.0259,0.0042,1.0000,0.2657,0.1048,0.0096, , 
HIVE-5487,HIVE,1.0,1.0000,0.0310,0.7500,0.0034,1.0000,0.0053,1.0000,0.0306,0.1000,0.0015, , 
HIVE-4898,HIVE,1.0,1.0000,0.0719,0.3333,0.0060,0.0474,0.0042,1.0000,0.2212,0.1212,0.0095, , 
HIVE-5476,HIVE,1.0,1.0000,0.0267,0.2500,0.0030,0.0110,0.0046,1.0000,0.0572,0.0714,0.0023, , 
HIVE-5484,HIVE,1.0,1.0000,0.0869,0.1667,0.0076,0.0161,0.0045,1.0000,0.2610,0.0896,0.0085, , 
HIVE-5488,HIVE,0.0,1.0000,0.0251,0.2222,0.0026,0.0221,0.0049,1.0000,0.1607,0.1176,0.0068, , 
HIVE-5505,HIVE,1.0,1.0000,0.0080,0.2000,0.0012,0.0169,0.0061,1.0000,0.0806,0.1176,0.0033, , 
HIVE-4846,HIVE,1.0,1.0000,0.0366,0.3333,0.0053,0.0233,0.0052, , , , , , 
HIVE-5445,HIVE,0.0,1.0000,0.0339,0.1667,0.0033,0.0144,0.0053,1.0000,0.0197,1.0000,0.0039,1.0000,0.0933
HIVE-5490,HIVE,0.0,1.0000,0.0460,0.1818,0.0039,0.0090,0.0037,1.0000,0.3392,0.0909,0.0163, , 
HIVE-5494,HIVE,1.0,1.0000,0.0154,0.2222,0.0020,0.0112,0.0046,1.0000,0.1412,0.0556,0.0060, , 
HIVE-5516,HIVE,1.0,1.0000,0.0725,0.1818,0.0064,0.0089,0.0047, , , , , , 
HIVE-5252,HIVE,0.0,1.0000,0.0872,0.2000,0.0081,0.0099,0.0044,1.0000,0.1080,0.0833,0.0041, , 
HIVE-5474,HIVE,1.0,1.0000,0.0654,0.2500,0.0070,0.0308,0.0052,1.0000,0.0801,0.0750,0.0034, , 
HIVE-5485,HIVE,1.0,1.0000,0.0919,0.2000,0.0074,0.0140,0.0041,1.0000,0.2327,0.0789,0.0114, , 
HIVE-5423,HIVE,1.0,1.0000,0.0089,0.1333,0.0009,0.0329,0.0051, , , , , , 
HIVE-5533,HIVE,1.0,1.0000,0.0109,0.1667,0.0013,0.0110,0.0051, , , , , , 
HIVE-4821,HIVE,1.0,1.0000,0.0736,0.2857,0.0098,0.0263,0.0049,1.0000,0.3175,0.0714,0.0098, , 
HIVE-5492,HIVE,0.0,1.0000,0.0951,0.1818,0.0080,0.0108,0.0041,1.0000,0.2429,0.0690,0.0077, , 
HIVE-5522,HIVE,1.0,1.0000,0.0069,0.1667,0.0009,0.0233,0.0066, , , , , , 
HIVE-5544,HIVE,1.0,1.0000,0.0317,0.1250,0.0027,0.0083,0.0046,1.0000,0.2296,0.0909,0.0080, , 
HIVE-5551,HIVE,1.0,1.0000,0.0188,0.1111,0.0016,0.0132,0.0043, , , , , , 
HIVE-5553,HIVE,1.0,1.0000,0.0306,0.2222,0.0033,0.0138,0.0051, , , , , , 
HIVE-5435,HIVE,1.0,1.0000,0.0369,0.1429,0.0039,0.0100,0.0047,1.0000,0.0195,1.0000,0.0039,1.0000,0.0982
HIVE-5531,HIVE,1.0,1.0000,0.0383,0.1538,0.0032,0.0113,0.0042,1.0000,0.0425,0.0833,0.0018, , 
HIVE-5561,HIVE,1.0,1.0000,0.0666,0.2500,0.0063,0.0104,0.0047, , , , , , 
HIVE-5517,HIVE,1.0,1.0000,0.0637,0.3333,0.0072,0.0106,0.0042,1.0000,0.2430,0.0661,0.0086, , 
HIVE-5133,HIVE,1.0,1.0000,0.0668,0.1538,0.0054,0.0105,0.0043,1.0000,0.2325,0.0750,0.0097, , 
HIVE-5525,HIVE,1.0,1.0000,0.0448,0.1429,0.0049,0.0111,0.0047,1.0000,0.0109,0.1500,0.0005, , 
HIVE-5548,HIVE,1.0,1.0000,0.0225,0.1538,0.0018,0.0117,0.0042,1.0000,0.2998,0.0690,0.0125, , 
HIVE-5586,HIVE,1.0,1.0000,0.0827,0.1000,0.0064,0.0278,0.0044, , , , , , 
HIVE-5591,HIVE,1.0,1.0000,0.0225,0.1111,0.0018,0.0307,0.0045, , , , , , 
HIVE-4957,HIVE,0.0,1.0000,0.0195,0.0909,0.0014,0.0137,0.0042,1.0000,0.3306,0.1111,0.0096, , 
HIVE-5070,HIVE,1.0,1.0000,0.0339,0.2857,0.0042,0.0235,0.0044,1.0000,0.2384,0.0833,0.0089, , 
HIVE-5559,HIVE,1.0,1.0000,0.0400,0.2000,0.0035,0.0132,0.0044,1.0000,0.1315,0.0833,0.0058, , 
HIVE-5172,HIVE,0.0,1.0000,0.0629,0.1500,0.0040,0.0143,0.0046,1.0000,0.2391,0.0476,0.0093, , 
HIVE-5594,HIVE,1.0,1.0000,0.0401,0.1429,0.0049,0.0257,0.0053,1.0000,0.1675,0.0694,0.0049, , 
HIVE-5597,HIVE,0.0,1.0000,0.0231,0.1429,0.0024,0.0144,0.0039,1.0000,0.0283,0.1053,0.0013, , 
HIVE-5220,HIVE,1.0,1.0000,0.0991,0.1818,0.0087,0.0165,0.0044,1.0000,0.2169,0.1163,0.0116, , 
HIVE-5608,HIVE,1.0,1.0000,0.0163,0.1111,0.0015,0.0241,0.0047,1.0000,0.0818,0.0952,0.0033, , 
HIVE-5620,HIVE,1.0,1.0000,0.0387,0.1111,0.0032,0.0139,0.0045, , , , , , 
HIVE-5216,HIVE,0.0,1.0000,0.0143,0.1111,0.0014,0.0264,0.0049,1.0000,0.1461,0.1000,0.0063, , 
HIVE-5625,HIVE,0.0,1.0000,0.0365,0.2000,0.0036,0.0138,0.0045,1.0000,0.0214,0.0769,0.0009, , 
HIVE-5629,HIVE,0.0,1.0000,0.0240,0.2857,0.0029,0.0135,0.0050,1.0000,0.1817,0.0714,0.0082, , 
HIVE-5440,HIVE,1.0,1.0000,0.0324,0.1000,0.0026,0.0142,0.0041,1.0000,0.1959,0.1176,0.0086, , 
HIVE-5552,HIVE,1.0,1.0000,0.0387,0.1333,0.0032,0.0178,0.0044,1.0000,0.2604,0.1159,0.0121, , 
HIVE-5619,HIVE,0.0,1.0000,0.0162,0.1111,0.0015,0.0098,0.0042,1.0000,0.0873,0.0690,0.0030, , 
HIVE-5647,HIVE,1.0,1.0000,0.0420,0.2222,0.0046,0.0245,0.0048,1.0000,0.0580,0.1429,0.0024, , 
HIVE-5650,HIVE,1.0,1.0000,0.0159,0.1818,0.0015,0.0095,0.0046,1.0000,0.1208,0.0769,0.0047, , 
HIVE-5639,HIVE,1.0,1.0000,0.0242,0.1429,0.0025,0.0130,0.0051, , , , , , 
HIVE-3976,HIVE,1.0,1.0000,0.1233,0.3000,0.0113,0.0271,0.0045,1.0000,0.1419,0.0889,0.0065, , 
HIVE-4974,HIVE,1.0,1.0000,0.1200,0.1667,0.0097,0.0108,0.0041,1.0000,0.1983,0.0909,0.0077, , 
HIVE-5295,HIVE,1.0,1.0000,0.0068,0.1111,0.0006,0.0215,0.0048,1.0000,0.1031,0.0714,0.0037, , 
HIVE-5450,HIVE,0.0,1.0000,0.0222,0.1429,0.0022,0.0110,0.0045,1.0000,0.2408,0.0690,0.0069, , 
HIVE-5486,HIVE,1.0,1.0000,0.0269,0.1111,0.0024,0.0142,0.0045,1.0000,0.3426,0.0870,0.0142, , 
HIVE-5554,HIVE,1.0,1.0000,0.0249,0.2000,0.0030,0.0209,0.0045,1.0000,0.0617,0.1667,0.0038, , 
HIVE-5653,HIVE,1.0,1.0000,0.0319,0.2222,0.0032,0.0111,0.0045,1.0000,0.1099,0.1333,0.0047, , 
HIVE-5656,HIVE,1.0,1.0000,0.0866,0.1176,0.0064,0.0275,0.0043,1.0000,0.2449,0.0870,0.0056, , 
HIVE-5666,HIVE,1.0,1.0000,0.0373,0.1818,0.0040,0.0178,0.0045,1.0000,0.1574,0.0833,0.0067, , 
HIVE-5519,HIVE,1.0,1.0000,0.0086,0.1111,0.0008,0.0161,0.0048,1.0000,0.2800,0.0769,0.0121, , 
HIVE-5543,HIVE,1.0,1.0000,0.0256,0.2000,0.0026,0.0120,0.0045,1.0000,0.1668,0.2500,0.0083, , 
HIVE-5602,HIVE,0.0,1.0000,0.0303,0.2000,0.0036,0.0228,0.0053, , , , , , 
HIVE-5604,HIVE,1.0,1.0000,0.0211,0.1667,0.0025,0.0191,0.0051,1.0000,0.2562,0.0930,0.0090, , 
HIVE-5676,HIVE,1.0,1.0000,0.0134,0.1667,0.0015,0.0207,0.0053,1.0000,0.0717,0.1000,0.0028, , 
HIVE-5613,HIVE,1.0,1.0000,0.0010,0.1111,0.0001,0.0155,0.0045, , , , , , 
HIVE-5510,HIVE,1.0,1.0000,0.0413,0.2500,0.0038,0.0120,0.0044,1.0000,0.0886,0.0909,0.0033, , 
HIVE-5556,HIVE,1.0,1.0000,0.0411,0.1667,0.0049,0.0150,0.0061,1.0000,0.0025,0.0625,0.0001,1.0000,0.0991
HIVE-5582,HIVE,1.0,1.0000,0.0560,0.4286,0.0092,0.0131,0.0053,1.0000,0.0573,0.1111,0.0028, , 
HIVE-5670,HIVE,0.0,1.0000,0.0057,0.1667,0.0008,0.0141,0.0052,1.0000,0.2677,0.0725,0.0135, , 
HIVE-5547,HIVE,1.0,1.0000,0.0455,0.1176,0.0033,0.0110,0.0041,1.0000,0.3932,0.0896,0.0161, , 
HIVE-5695,HIVE,1.0,1.0000,0.0503,0.1111,0.0039,0.0092,0.0040,1.0000,0.1799,0.0702,0.0053, , 
HIVE-5708,HIVE,0.0,1.0000,0.0114,0.1429,0.0012,0.0093,0.0046,1.0000,0.1793,0.0606,0.0059, , 
HIVE-5715,HIVE,1.0,1.0000,0.1218,0.2500,0.0116,0.0088,0.0045,1.0000,0.1662,0.0909,0.0063, , 
HIVE-4523,HIVE,1.0,1.0000,0.1157,0.2727,0.0088,0.0100,0.0042,1.0000,0.0454,0.0870,0.0019, , 
HIVE-5707,HIVE,1.0,1.0000,0.0076,0.1667,0.0009,0.0159,0.0062,1.0000,0.2729,0.1053,0.0135, , 
HIVE-5750,HIVE,1.0,1.0000,0.1223,0.1818,0.0102,0.0123,0.0042, , , , , , 
HIVE-5355,HIVE,1.0,1.0000,0.0445,0.4000,0.0055,0.0374,0.0049,0.0000,0.0000,0.0000,0.0000,1.0000,0.0990
HIVE-5191,HIVE,1.0,1.0000,0.1121,0.4286,0.0139,0.0176,0.0064,1.0000,0.0304,0.0833,0.0015, , 
HIVE-5583,HIVE,1.0,1.0000,0.0863,0.6667,0.0111,0.0231,0.0042,1.0000,0.0602,0.2857,0.0032, , 
HIVE-5655,HIVE,1.0,1.0000,0.0782,0.1667,0.0080,0.0280,0.0047,1.0000,0.3658,0.0762,0.0112, , 
HIVE-5713,HIVE,1.0,1.0000,0.0166,0.1250,0.0015,0.0113,0.0046,1.0000,0.0499,0.0952,0.0019, , 
HIVE-5726,HIVE,1.0,1.0000,0.1143,0.2000,0.0085,0.0141,0.0045,1.0000,0.2577,0.0761,0.0163, , 
HIVE-5738,HIVE,0.0,1.0000,0.0536,0.4000,0.0046,0.0237,0.0043,1.0000,0.1877,0.0652,0.0070, , 
HIVE-5770,HIVE,1.0,1.0000,0.0547,0.2222,0.0055,0.0139,0.0053, , , , , , 
HIVE-5772,HIVE,0.0,1.0000,0.0173,0.1429,0.0019,0.0154,0.0053,1.0000,0.1210,0.0755,0.0046, , 
HIVE-5562,HIVE,1.0,1.0000,0.0755,0.1818,0.0070,0.0269,0.0046,1.0000,0.2452,0.0800,0.0080, , 
HIVE-5691,HIVE,1.0,1.0000,0.0293,0.2222,0.0031,0.0117,0.0046,1.0000,0.1443,0.0870,0.0066, , 
HIVE-5229,HIVE,1.0,1.0000,0.0135,0.1111,0.0013,0.0191,0.0045,1.0000,0.1885,0.0682,0.0085, , 
HIVE-5657,HIVE,1.0,1.0000,0.0198,0.3750,0.0025,0.0220,0.0045,1.0000,0.2354,0.0714,0.0096, , 
HIVE-5699,HIVE,1.0,1.0000,0.1000,0.2222,0.0104,0.0227,0.0045,1.0000,0.0051,0.0313,0.0001,1.0000,0.0992
HIVE-5745,HIVE,0.0,1.0000,0.0094,0.1667,0.0012,0.0165,0.0050,1.0000,0.1132,0.1176,0.0042, , 
HIVE-5767,HIVE,0.0,1.0000,0.0028,0.1250,0.0003,0.0126,0.0044,1.0000,0.1286,0.0806,0.0052, , 
HIVE-3990,HIVE,1.0,1.0000,0.0205,0.2000,0.0020,0.0210,0.0043,1.0000,0.0941,0.1111,0.0040, , 
HIVE-4880,HIVE,1.0,1.0000,0.0131,0.1429,0.0014,0.0305,0.0049,1.0000,0.2709,0.0625,0.0102, , 
HIVE-5626,HIVE,1.0,1.0000,0.0355,0.2222,0.0033,0.0104,0.0044,1.0000,0.2527,0.0897,0.0107, , 
HIVE-5722,HIVE,1.0,1.0000,0.0149,0.1250,0.0015,0.0287,0.0048,1.0000,0.2522,0.1500,0.0118, , 
HIVE-5753,HIVE,1.0,1.0000,0.0213,0.1429,0.0022,0.0118,0.0049,1.0000,0.0683,0.0857,0.0028, , 
HIVE-5557,HIVE,1.0,1.0000,0.0456,0.2857,0.0043,0.0232,0.0046,1.0000,0.0034,1.0000,0.0010,1.0000,0.0998
HIVE-5632,HIVE,1.0,1.0000,0.0457,0.2727,0.0037,0.0125,0.0043,1.0000,0.1043,0.1250,0.0034, , 
HIVE-5732,HIVE,1.0,1.0000,0.0187,0.1250,0.0016,0.0142,0.0044,1.0000,0.2659,0.0909,0.0066, , 
HIVE-5832,HIVE,1.0,1.0000,0.0821,0.1818,0.0069,0.0213,0.0042, , , , , , 
HIVE-5834,HIVE,0.0,1.0000,0.1412,0.1818,0.0113,0.0170,0.0041,1.0000,0.1708,0.1176,0.0071, , 
HIVE-5813,HIVE,1.0,1.0000,0.1030,0.2222,0.0094,0.0092,0.0043,0.0000,0.0000,0.0000,0.0000, , 
HIVE-3107,HIVE,1.0,1.0000,0.0775,0.1429,0.0053,0.0291,0.0043,0.9701,0.0728,0.0588,0.0056, , 
HIVE-4632,HIVE,1.0,1.0000,0.0192,0.1250,0.0019,0.0131,0.0050,1.0000,0.1212,0.0833,0.0049, , 
HIVE-5356,HIVE,1.0,1.0000,0.0271,0.1818,0.0031,0.0391,0.0045,1.0000,0.2943,0.0588,0.0099, , 
HIVE-5565,HIVE,1.0,1.0000,0.1027,0.5000,0.0085,0.0087,0.0042,1.0000,0.2003,0.0469,0.0054, , 
HIVE-5635,HIVE,1.0,1.0000,0.0046,0.1429,0.0005,0.0150,0.0046,1.0000,0.3197,0.0816,0.0124, , 
HIVE-5663,HIVE,1.0,1.0000,0.0304,0.1111,0.0023,0.0169,0.0043,1.0000,0.1149,0.0577,0.0037, , 
HIVE-5846,HIVE,1.0,1.0000,0.0541,0.1429,0.0057,0.0246,0.0051,1.0000,0.1208,0.0909,0.0050, , 
HIVE-5861,HIVE,1.0,1.0000,0.0543,0.1333,0.0051,0.0228,0.0046,1.0000,0.1294,0.0952,0.0050, , 
HIVE-5862,HIVE,0.0,1.0000,0.0583,0.1333,0.0046,0.0190,0.0043,1.0000,0.1303,0.1111,0.0059, , 
HIVE-5692,HIVE,1.0,1.0000,0.0271,0.2500,0.0034,0.0235,0.0048,1.0000,0.0018,0.2500,0.0003, , 
HIVE-5845,HIVE,1.0,1.0000,0.0525,0.2222,0.0055,0.0134,0.0050,1.0000,0.1845,0.1579,0.0102, , 
HIVE-3815,HIVE,1.0,1.0000,0.1178,0.2000,0.0103,0.0346,0.0045,1.0000,0.2361,0.1250,0.0140, , 
HIVE-5614,HIVE,1.0,1.0000,0.0242,0.2000,0.0023,0.0155,0.0043, , , , , , 
HIVE-5793,HIVE,1.0,1.0000,0.0061,0.1429,0.0008,0.0145,0.0044,0.0000,0.0000,0.0000,0.0000, , 
HIVE-5849,HIVE,1.0,1.0000,0.0686,0.1667,0.0055,0.0246,0.0043,1.0000,0.1811,0.1111,0.0074, , 
HIVE-5882,HIVE,1.0,1.0000,0.0274,0.1667,0.0032,0.0228,0.0055,1.0000,0.0626,0.0769,0.0025, , 
HIVE-5883,HIVE,1.0,1.0000,0.0208,0.1667,0.0017,0.0268,0.0043, , , , , , 
HIVE-4518,HIVE,1.0,1.0000,0.0046,0.1429,0.0006,0.0313,0.0051,1.0000,0.3635,0.0667,0.0131, , 
HIVE-4741,HIVE,0.0,1.0000,0.1415,0.2500,0.0134,0.0129,0.0044,1.0000,0.2211,0.0789,0.0089, , 
HIVE-4485,HIVE,1.0,1.0000,0.0215,0.1250,0.0020,0.0259,0.0049,1.0000,0.3125,0.0882,0.0132, , 
HIVE-5704,HIVE,0.0,1.0000,0.1156,0.2000,0.0101,0.0161,0.0044,1.0000,0.0992,0.0769,0.0039, , 
HIVE-5706,HIVE,1.0,1.0000,0.0154,0.5714,0.0022,0.0231,0.0047,1.0000,0.0281,0.0769,0.0010, , 
HIVE-5817,HIVE,1.0,1.0000,0.0561,0.1667,0.0054,0.0124,0.0046,1.0000,0.3447,0.0603,0.0134, , 
HIVE-5876,HIVE,1.0,1.0000,0.0410,0.1538,0.0039,0.0122,0.0045,1.0000,0.2550,0.1111,0.0104, , 
HIVE-5886,HIVE,0.0,1.0000,0.0156,0.2500,0.0018,0.0129,0.0046,1.0000,0.1904,0.0769,0.0075, , 
HIVE-5889,HIVE,1.0,1.0000,0.0910,0.1667,0.0090,0.0290,0.0047,1.0000,0.1386,0.0952,0.0055, , 
HIVE-5441,HIVE,1.0,1.0000,0.0627,0.2222,0.0054,0.0103,0.0042,1.0000,0.1286,0.1034,0.0047, , 
HIVE-5581,HIVE,1.0,1.0000,0.0580,0.4286,0.0081,0.0263,0.0043,1.0000,0.1383,0.1154,0.0052, , 
HIVE-5855,HIVE,1.0,1.0000,0.0718,0.2000,0.0090,0.0251,0.0049,1.0000,0.2862,0.1429,0.0150, , 
HIVE-5866,HIVE,1.0,1.0000,0.1034,0.2000,0.0086,0.0198,0.0044,1.0000,0.2866,0.1233,0.0122, , 
HIVE-5877,HIVE,1.0,1.0000,0.0778,0.3750,0.0113,0.0263,0.0046,1.0000,0.0870,0.1000,0.0040, , 
HIVE-5895,HIVE,1.0,1.0000,0.0182,0.1000,0.0015,0.0118,0.0044,1.0000,0.1851,0.1429,0.0088, , 
HIVE-5938,HIVE,1.0,1.0000,0.0169,0.2222,0.0022,0.0194,0.0051,1.0000,0.0927,0.0714,0.0034, , 
HIVE-5916,HIVE,1.0,1.0000,0.0200,0.1000,0.0016,0.0112,0.0044,1.0000,0.1970,0.1053,0.0078, , 
HIVE-3181,HIVE,1.0,1.0000,0.1203,0.2222,0.0119,0.0149,0.0047,1.0000,0.2453,0.0952,0.0120, , 
HIVE-5887,HIVE,1.0,1.0000,0.0730,0.2500,0.0069,0.0126,0.0045,1.0000,0.1777,0.1053,0.0091, , 
HIVE-5909,HIVE,1.0,1.0000,0.0282,0.1667,0.0024,0.0127,0.0042,1.0000,0.2458,0.1196,0.0083, , 
HIVE-5935,HIVE,1.0,1.0000,0.0978,0.1667,0.0104,0.0398,0.0047,1.0000,0.1797,0.1538,0.0095, , 
HIVE-5948,HIVE,1.0,1.0000,0.0641,0.1765,0.0048,0.0126,0.0040,1.0000,0.0194,1.0000,0.0046,1.0000,0.1008
HIVE-5830,HIVE,1.0,1.0000,0.0686,0.1429,0.0048,0.0107,0.0042,1.0000,0.3774,0.1250,0.0209, , 
HIVE-5872,HIVE,1.0,1.0000,0.0434,0.2000,0.0035,0.0118,0.0042,1.0000,0.0998,0.0882,0.0034, , 
HIVE-5978,HIVE,0.0,1.0000,0.1019,0.2000,0.0098,0.0126,0.0048,1.0000,0.2324,0.1111,0.0100, , 
HIVE-5984,HIVE,1.0,1.0000,0.0601,0.3750,0.0064,0.0143,0.0050,1.0000,0.1593,0.0909,0.0061, , 
HIVE-5982,HIVE,1.0,1.0000,0.0156,0.1250,0.0014,0.0212,0.0045, , , , , , 
HIVE-6001,HIVE,1.0,1.0000,0.1139,0.2857,0.0116,0.0101,0.0049,1.0000,0.0824,0.1429,0.0037, , 
HIVE-4395,HIVE,1.0,1.0000,0.0289,0.2857,0.0039,0.0196,0.0046,1.0000,0.0821,0.0952,0.0035, , 
HIVE-5756,HIVE,1.0,1.0000,0.0888,0.2308,0.0068,0.0263,0.0045,1.0000,0.1226,0.0889,0.0048, , 
HIVE-6019,HIVE,0.0,1.0000,0.0539,0.5000,0.0055,0.0138,0.0046,1.0000,0.1104,0.0870,0.0045, , 
HIVE-2093,HIVE,1.0,1.0000,0.0293,0.0909,0.0022,0.0115,0.0043,1.0000,0.1499,0.0769,0.0059, , 
HIVE-5993,HIVE,0.0,1.0000,0.1226,0.2222,0.0121,0.0112,0.0047,1.0000,0.1062,0.0882,0.0048, , 
HIVE-5985,HIVE,0.0,1.0000,0.0330,0.1429,0.0033,0.0274,0.0049,1.0000,0.2142,0.1034,0.0097, , 
HIVE-1466,HIVE,1.0,1.0000,0.0710,0.2857,0.0071,0.0192,0.0044,1.0000,0.1588,0.0656,0.0065, , 
HIVE-5276,HIVE,1.0,1.0000,0.0240,0.2000,0.0025,0.0261,0.0046,1.0000,0.1118,0.1071,0.0048, , 
HIVE-5065,HIVE,1.0,1.0000,0.0490,0.1333,0.0032,0.0115,0.0037, , , , , , 
